fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core
r3r2k/ppp1q1p1/2nbb1Qp/3pp2N/8/3P4/PPPB1PPP/2KR2NR b - - 13 14,28,vtfm0eYT,e6g8,243,7,e7f7,0.0105,0.0128,0.0196,0.0338,e6f7,e6f7,e6f7,e6f7,2242.0,0.0338,0.0233,True,club,03_disagreements_b3,1961,1976,1976,False,True
7k/p1p3p1/5r1p/1p1pp3/1P4RP/2PPb3/P2B1r2/2KR4 b - - 10 34,68,vtfm0eYT,f2d2,631,246,e3d2,0.02,0.0234,0.0242,0.0224,e3d2,e3d2,e3d2,e3d2,260.0,0.0242,0.0024,True,club,03_disagreements_b3,1961,1976,1976,False,True
r4rk1/1pq2ppp/p3p3/3pP3/2P1bP2/P5P1/3BQ2P/2R1R1K1 b - - 0 20,40,uYsuDTne,c7d7,195,73,c7c5,0.0165,0.0266,0.0352,0.0308,c7c5,c7c5,c7c5,c7c5,109.0,0.0352,0.0143,True,club,03_disagreements_b3,1894,1839,1839,False,True
2r3k1/r4p1p/4b1p1/8/4B3/1Pp3P1/5P1P/1RR3K1 b - - 1 32,64,iRW3tdAN,a7d7,160,81,a7a3,0.0116,0.0099,0.0083,0.0082,a7a3,a7a3,a7a3,a7a3,133.0,0.0116,-0.0034,True,club,03_disagreements_b3,2007,1965,1965,False,True
r5k1/1p3p2/1Q2b2p/4R1p1/p1q5/3r1NPP/4R1PK/8 b - - 5 30,60,zDrYpIKI,c4a6,118,64,d3f3,0.0124,0.0127,0.0117,0.0107,a4a3,a4a3,a4a3,a4a3,118.0,0.0127,-0.0017,True,club,03_disagreements_b3,1917,1896,1896,False,True
2kr3r/pbpq1p2/1pnbpp2/8/3P3p/2P3P1/PP1N1PBP/R1BQ1RK1 b - - 1 14,28,4Wc6vto7,d8g8,200,22,h4g3,0.0169,0.0192,0.0183,0.0338,h4g3,h4g3,h4g3,h4g3,144.0,0.0338,0.0169,True,club,03_disagreements_b3,2033,2060,2060,False,True
r1bq1rk1/pp3p1p/2p1pnp1/6N1/3P3R/2PB4/PP2QPPP/R5K1 b - - 2 16,32,sJwx5Pbm,d8e7,-179,5,f6h5,0.0176,0.0139,0.0083,0.0052,h7h5,h7h5,h7h5,g8g7,121.0,0.0176,-0.0124,True,club,03_disagreements_b3,2044,2079,2079,False,True
1brqk2r/pp3pp1/2n1pnbp/1B1p4/3P2PB/2P2N1P/PP3PK1/RN1QR3 b k - 1 14,28,VHCs7h4O,h6h5,141,4,g6e4,0.0204,0.0202,0.0179,0.0138,d8d6,g6e4,g6e4,g6e4,123.0,0.0204,-0.0066,True,club,03_disagreements_b3,1988,1964,1964,False,True
r2qk2r/ppp3p1/2np1p2/2b1pbB1/2P3pN/2NP2P1/PP2PPB1/R2Q1RK1 b kq - 1 12,24,6hVNqiip,f5h7,-172,11,f5d7,0.0047,0.0032,0.0027,0.0031,f6g5,f6g5,f6g5,f6g5,101.0,0.0047,-0.0016,True,club,03_disagreements_b3,1999,1895,1895,False,True
6k1/p5pp/np1Br3/4P3/8/2p5/PbP3PP/5RK1 b - - 5 24,48,roN2PK5B,h7h5,381,35,h7h6,0.024,0.0195,0.0163,0.0178,e6e8,e6e8,e6e8,e6e8,161.0,0.024,-0.0062,True,club,03_disagreements_b3,1860,1853,1853,False,True
r2q1rk1/ppp2p2/1bnp1n1p/4p1pb/2B1P3/1NPP1NBP/PPQ2PP1/R3K2R b KQ - 2 12,24,xa0EA9j7,g8g7,23,3,a7a5,0.0053,0.0101,0.02,0.0382,h5f3,h5f3,h5f3,h5f3,124.0,0.0382,0.0329,True,club,03_disagreements_b3,1854,1857,1857,False,True
rnb3nr/p2pqkb1/2p4p/1p4p1/3PPp2/2N2NP1/PPP1Q2P/R1B2RK1 b - - 0 10,20,uCxitH8m,b5b4,251,53,f7e8,0.0431,0.0355,0.0339,0.0381,f4g3,f4g3,f4g3,f4g3,503.0,0.0431,-0.005,True,club,03_disagreements_b3,1891,1874,1874,False,True
7r/2rq1k2/p1n2bpp/1p1p1n1P/1PpP4/P1P2NN1/2QBRPP1/4R1K1 b - - 0 22,44,FUWCpkgb,f5e7,-482,59,h8g8,0.0093,0.0095,0.0105,0.013,f5g3,f5g3,f5g3,f5g3,1515.0,0.013,0.0037,True,club,03_disagreements_b3,2286,2287,2287,False,True
r1b1kb1r/pp1np1pp/4P1n1/q7/8/2N2N2/PP4PP/R1BQKB1R b KQkq - 0 12,24,nyQzmrdF,a7a6,-434,54,d7f6,0.0,0.0,0.0,0.0,d7e5,d7f6,d7f6,d7f6,344.0,0.0,0.0,True,club,03_disagreements_b3,2191,2031,2031,False,True
1k1r3r/2p1qpb1/Qn2b2p/3pN1p1/3P4/P3B2P/1PP2PP1/2KRR3 b - - 2 18,36,rAghHJCR,e7e8,273,30,e7d6,0.0102,0.0095,0.0084,0.0088,g7e5,g7e5,g7e5,g7e5,113.0,0.0102,-0.0014,True,club,03_disagreements_b3,1974,1988,1988,False,True
r1q4r/3nkpp1/p6p/1p1pP3/2p5/P1P2N2/1PQ1BPPP/3R2K1 b - - 1 18,36,9owLwzob,d7c5,10,10,d7b6,0.0461,0.0335,0.0277,0.0246,h8e8,c8c6,d7b6,d7b6,123.0,0.0461,-0.0215,True,club,03_disagreements_b3,1858,1852,1852,False,True
5r2/6k1/pn1q2pp/1p1p4/2p5/P1P1RB2/1P3PPP/4Q1K1 b - - 7 28,56,9owLwzob,d6f4,-155,20,f8f7,0.011,0.0077,0.0043,0.0026,f8f7,f8f7,f8f7,f8f7,183.0,0.011,-0.0084,True,club,03_disagreements_b3,1858,1852,1852,False,True
Q7/ppp2pk1/7p/5b2/2P5/4BN2/PP2BPKP/R3R3 b - - 0 20,40,CoIIljO5,f7f6,-1253,14,a7a6,0.0234,0.0232,0.027,0.0275,f5e4,f5h3,f5h3,f5h3,741.0,0.0275,0.0041,True,club,03_disagreements_b3,1869,1876,1876,False,True
2k4r/1pp5/p1p1bp2/6p1/3PPbP1/1PP2N1r/P1KN4/4R1R1 b - - 0 26,52,esdPh4c9,b7b6,154,8,f4d2,0.0199,0.0179,0.0188,0.023,f4d2,f4d2,f4d2,f4d2,132.0,0.023,0.0031,True,club,03_disagreements_b3,1836,1829,1829,False,True
r1rq2k1/1b2npp1/1pp2n1p/p2pN3/P2P4/1Q1NPP2/1PR1B1PP/2R3K1 b - - 0 24,48,gprYuRNZ,d8c7,-83,10,f6d7,0.0178,0.014,0.0094,0.006,e7f5,f6d7,f6d7,f6d7,134.0,0.0178,-0.0118,True,club,03_disagreements_b3,1884,1910,1910,False,True
r6r/1p2kp2/p1bR1p1p/4p3/4P3/5N2/PPP2PPP/2KR4 b - - 0 16,32,QvK2OdFp,h8c8,-62,40,c6e4,0.0013,0.0016,0.0016,0.0017,c6e4,c6e4,a8d8,a8d8,148.0,0.0017,0.0004,True,club,03_disagreements_b3,1927,1853,1853,False,True
r2qk1nr/pp3pb1/2bp2p1/2pNp3/2P1P1B1/3P4/PP4PP/R1BQ1RK1 b kq - 1 12,24,ZNqHjmtb,g7h6,-96,19,d8h4,0.0119,0.0101,0.0081,0.0058,d8h4,c6d5,g8f6,g8f6,353.0,0.0119,-0.0061,True,club,03_disagreements_b3,1945,2067,2067,False,True
1nk2r1r/1p3q2/p2pb1p1/N1p1p1Bp/P1PnP2P/R2P1P2/1P1QB3/4KR2 b - - 6 24,48,rCfjIXJ0,e6d7,162,8,f7c7,0.0161,0.0199,0.0231,0.0234,e6h3,e6h3,e6h3,b8c6,114.0,0.0234,0.0073,True,club,03_disagreements_b3,1884,1827,1827,False,True
r2qnbk1/1b3ppp/8/p4N2/Pp1B2Q1/1P6/1P3PPP/R5K1 b - - 1 22,44,yazZF7oX,a8a6,533,81,g7g6,0.0302,0.0378,0.0429,0.0415,g7g6,g7g6,d8d5,d8d5,158.0,0.0429,0.0113,True,club,03_disagreements_b3,1830,1837,1837,False,True
8/3k1ppp/K7/4p3/P7/1r6/R4P2/8 b - - 7 34,68,tuzc8WKi,g7g5,408,13,h7h5,0.0055,0.0034,0.0025,0.0026,d7c7,d7c7,d7c7,d7c7,103.0,0.0055,-0.0029,True,club,03_disagreements_b3,2322,2333,2333,False,True
N4bnr/pp1k1ppp/8/4p3/3n4/4B3/PP3PPP/R2K1B1R b - - 1 12,24,KkJV2gn0,g8e7,-402,21,f8d6,0.0069,0.0094,0.0113,0.0132,f8c5,f8c5,f8c5,f8c5,116.0,0.0132,0.0063,True,club,03_disagreements_b3,1975,1984,1984,False,True
r4bnr/ppp2Bpp/5k2/4Nbq1/8/2N5/PPP2PPP/R2QR1K1 b - - 3 12,24,1lJmjlcr,g7g6,-752,65,c7c6,0.0034,0.0054,0.0082,0.0118,f5h3,f5h3,f8d6,f8d6,1247.0,0.0118,0.0084,True,club,03_disagreements_b3,1972,1979,1979,False,True
4rrk1/1b4pp/1p4n1/p1qp1NP1/3Q1PB1/1R6/7P/5RK1 b - - 1 32,64,Ic1MP7L8,b7c8,415,47,c5d4,0.0229,0.0116,0.0056,0.0031,c5d4,c5d4,c5d4,c5d4,157.0,0.0229,-0.0198,True,club,03_disagreements_b3,2187,2194,2194,False,True
2rr2k1/p3ppbp/1qn3p1/1p1nP1B1/3P2b1/5N1P/PPN1B1P1/R2Q1R1K b - - 0 16,32,lEghbZTl,h7h6,65,24,g4f3,0.0206,0.0124,0.0083,0.0056,g4f3,g4f3,g4f3,g4f3,141.0,0.0206,-0.015,True,club,03_disagreements_b3,1889,2033,2033,False,True
6k1/p1pR2p1/1p4Bp/2P5/5b2/2P4P/4K3/r7 b - - 4 34,68,PzTXp595,f4g5,-325,35,g8f8,0.0068,0.0065,0.0074,0.0066,a1a2,a1a2,a1a2,a1a2,114.0,0.0074,-0.0002,True,club,03_disagreements_b3,2019,1865,1865,False,True
4r1k1/1R3ppp/1p2bn2/3p2N1/5P2/3B2P1/rP3P1P/6KR b - - 0 20,40,1tr0KDCg,e6c8,263,229,a2b2,0.002,0.001,0.0006,0.0006,a2b2,a2b2,a2b2,a2b2,245.0,0.002,-0.0014,True,club,03_disagreements_b3,1801,2302,2302,False,True
2kr3r/ppp3p1/1n5p/4p3/4P2P/BBPn3R/P4PP1/R4K2 b - - 1 18,36,eFfHLofw,c7c5,-109,58,d3f4,0.0165,0.0166,0.021,0.0384,d3f4,d3f4,d3f4,d3f4,107.0,0.0384,0.0219,True,club,03_disagreements_b3,1871,1890,1890,False,True
1k1r1b1r/1ppq4/P2p3p/n3ppp1/P3P3/2PP1PPP/2BN4/R2QK2R b KQ - 0 18,36,9ZRemvDC,d6d5,37,2,b7a6,0.0029,0.0033,0.004,0.006,b7a6,b7a6,b7a6,b7a6,106.0,0.006,0.0031,True,club,03_disagreements_b3,1818,1848,1848,False,True
1rbqk2r/2pnp1bp/p3p1p1/1p4N1/6n1/1PN3P1/P1P2PBP/R1BQ1RK1 b k - 1 12,24,VcLDiPvA,b8b6,-139,42,d7f6,0.0324,0.0255,0.0217,0.0198,g7c3,g7c3,g7c3,g7c3,269.0,0.0324,-0.0126,True,club,03_disagreements_b3,1865,1934,1934,False,True
4qrk1/1r4b1/p2Rp1pp/1pNn4/8/1PP2NP1/P4P1P/4R1K1 b - - 5 26,52,VcLDiPvA,e8f7,653,94,b7b6,0.0059,0.0061,0.0066,0.0062,b7c7,b7c7,b7e7,b7e7,119.0,0.0066,0.0003,True,club,03_disagreements_b3,1865,1934,1934,False,True
r2qkb1r/4pp1p/p5p1/1p1Pn2n/8/1PN1Q2P/P1B3P1/R1B1K2R b KQkq - 1 20,40,UpUiiQKL,a8c8,215,114,f8g7,0.0081,0.0028,0.0013,0.001,f8g7,f8g7,f8g7,f8g7,142.0,0.0081,-0.0071,True,club,03_disagreements_b3,1903,1918,1918,False,True
r4rk1/3n1p1p/p2p2p1/3N4/1p4P1/1P2Q1bP/PBq1R1K1/8 b - - 1 30,60,UpUiiQKL,c2e2,36,6,c2c6,0.0093,0.0149,0.0268,0.0414,c2c6,c2c6,c2c6,c2c6,130.0,0.0414,0.0321,True,club,03_disagreements_b3,1903,1918,1918,False,True
2r2rk1/1bq2p2/p3p1nQ/1pp5/3pP3/1P1P3N/P1P2RPP/5RK1 b - - 0 26,52,VqBvTRef,f7f6,-478,22,c7e5,0.0244,0.0185,0.0132,0.0116,c5c4,c7e7,c7e7,c7e7,547.0,0.0244,-0.0128,True,club,03_disagreements_b3,2072,2087,2087,False,True
2r2rk1/5p2/p3pRnQ/1pp1q3/3pP3/1P5N/P1P3PP/5RK1 b - - 0 28,56,VqBvTRef,d4d3,-722,41,e5e4,0.04,0.0299,0.025,0.0233,e5e4,e5e4,e5e4,e5e4,150.0,0.04,-0.0167,True,club,03_disagreements_b3,2072,2087,2087,False,True
1r1r1k2/pb2bp1p/1p1pp1p1/nPp3Pn/2P1N2P/P2PPN2/1B3PB1/1R1K2R1 b - - 4 20,40,Rvn6gPcg,a5c4,130,60,b7e4,0.0048,0.0056,0.0062,0.0048,d6d5,d6d5,d6d5,d6d5,131.0,0.0062,0.0,True,club,03_disagreements_b3,1873,1907,1907,False,True
2r2rk1/p1q1n1pp/Q3p3/4Pp2/3Pp3/2B3P1/PP5P/R4RK1 b - - 2 22,44,091c40O1,c7c4,239,25,c7d7,0.0216,0.0148,0.011,0.0094,e7d5,e7d5,e7d5,e7d5,300.0,0.0216,-0.0122,True,club,03_disagreements_b3,2265,2288,2288,False,True
5r1k/pq2n1pp/2r5/4P2P/6P1/P4p2/QP2pR2/R5K1 b - - 2 32,64,091c40O1,b7c8,1372,92,b7b6,0.0064,0.0052,0.0046,0.0044,b7b6,b7b6,b7b6,b7b6,497.0,0.0064,-0.002,True,club,03_disagreements_b3,2265,2288,2288,False,True
5r1k/p3n1pp/1q2P3/7P/6P1/P4p2/QPr1pR2/4R1K1 b - - 2 34,68,091c40O1,b6d4,1989,803,b6b2,0.0436,0.0356,0.0345,0.0424,c2b2,c2b2,c2b2,c2b2,1129.0,0.0436,-0.0012,True,club,03_disagreements_b3,2265,2288,2288,False,True
8/r2k4/p3p3/1pRp1pp1/3P4/P3PPP1/1P2K1P1/8 b - - 4 32,64,i8KAVW6F,g5g4,-57,14,a7c7,0.0441,0.0271,0.0156,0.0063,a7c7,a7c7,a7c7,a7c7,408.0,0.0441,-0.0378,True,club,03_disagreements_b3,1943,1816,1816,False,True
2r2rk1/pp2R2p/1q1p2p1/3P1b2/2B2BP1/7P/P4PK1/2RQ4 b - - 0 24,48,FNUXk8w7,c8c7,-486,0,f5g4,0.0117,0.0091,0.0073,0.0072,f5e4,f5e4,f5g4,f5g4,259.0,0.0117,-0.0045,True,club,03_disagreements_b3,2164,2157,2157,False,True
2q3k1/5p2/1p4p1/3p3p/P2Pn3/3Bb3/1Q4PP/4B2K b - - 1 30,60,7ZP6Z97y,c8c6,353,50,c8c1,0.0315,0.0389,0.0413,0.0408,c8c1,c8c1,c8c1,c8c1,326.0,0.0413,0.0093,True,club,03_disagreements_b3,1951,1956,1956,False,True
8/1p1qBpkn/p2p2r1/P1pPp3/2P1P3/2N3Pr/1P1QBPK1/R7 b - - 0 26,52,R6PfacjL,h3h6,0,0,d7e7,0.0163,0.0154,0.0107,0.0077,d7e7,d7e7,d7e7,d7e7,474.0,0.0163,-0.0086,True,club,03_disagreements_b3,1903,1889,1889,False,True
1r5k/Q4n1p/2q1p1p1/4p3/1p2P3/1P3N2/2p2PPP/2Nr1RK1 b - - 5 34,68,3vvdk4Mf,b8f8,576,4,c6b7,0.0318,0.0308,0.0372,0.0409,d1f1,d1f1,d1f1,d1f1,108.0,0.0409,0.0091,True,club,03_disagreements_b3,2062,1922,1922,False,True
rn1qkb1r/pp3ppp/2p1pnb1/4P1B1/2PP4/2N5/PP4PP/R2QKBNR b KQkq - 0 8,16,6KHicGH1,d8a5,-138,115,h7h6,0.0135,0.0142,0.0111,0.0041,h7h6,h7h6,h7h6,h7h6,143.0,0.0142,-0.0094,True,club,03_disagreements_b3,1923,2058,2058,False,True
5k1r/3q2bp/3rnp2/p3p2Q/1PB1Pp2/P7/5PPP/R4RK1 b - - 0 28,56,tr3BTQBO,d7e8,134,41,a5a4,0.0017,0.0014,0.0012,0.0012,a5b4,a5b4,a5b4,a5b4,212.0,0.0017,-0.0005,True,club,03_disagreements_b3,1878,1868,1868,False,True
r7/pp4p1/2p1P3/8/5kb1/2P5/PP5K/6R1 b - - 0 28,56,9UMKZQpP,g7g5,651,11,g4f3,0.0107,0.0068,0.006,0.0082,g4e6,g4e6,g4e6,g4e6,110.0,0.0107,-0.0025,True,club,03_disagreements_b3,1900,1903,1903,False,True
rn4rk/7p/1q2Pp1Q/p1pP4/1pP1P3/1B3N1P/P5P1/R4R1K b - - 0 22,44,xGVkIwIV,b8d7,-714,16,b6d8,0.0301,0.0277,0.028,0.0275,g8g6,g8g6,g8g6,g8g6,201.0,0.0301,-0.0026,True,club,03_disagreements_b3,1980,1992,1992,False,True
1n1q3k/7p/1r2Ppr1/p1pPP3/BpP4Q/5N1P/P5P1/3R1R1K b - - 0 26,52,xGVkIwIV,b4b3,-812,50,b8a6,0.038,0.0247,0.0179,0.0158,d8g8,d8g8,d8g8,d8g8,127.0,0.038,-0.0222,True,club,03_disagreements_b3,1980,1992,1992,False,True
5q1k/7p/1r2PPr1/p1p5/BpP3NQ/7P/P5P1/3R1R1K b - - 0 30,60,xGVkIwIV,b4b3,-1148,4,b6e6,0.0086,0.0061,0.0055,0.0054,b6e6,b6e6,b6e6,b6e6,843.0,0.0086,-0.0032,True,club,03_disagreements_b3,1980,1992,1992,False,True
5rk1/1pbb1p2/p7/4r3/P2N1R2/2P1p2P/1PB3P1/4R1K1 b - - 1 26,52,1xgIjDo1,f7f5,-48,5,f8e8,0.0299,0.0299,0.0309,0.0373,e5g5,e5g5,e5g5,e5g5,134.0,0.0373,0.0074,True,club,03_disagreements_b3,2160,2210,2210,False,True
5r2/r3qpkn/2p5/p3pPP1/3p2Q1/5R2/PPPB4/5RK1 b - - 0 28,56,0w6nQ1z8,g7g8,-561,16,f7f6,0.018,0.0243,0.0241,0.0219,f7f6,f7f6,g7h8,f7f6,1420.0,0.0243,0.0039,True,club,03_disagreements_b3,2068,1937,1937,False,True
r4b1r/pp4p1/7p/2p2kp1/3p2N1/3P2B1/PPP2PPP/2KRR3 b - - 2 20,40,UxJPsqvl,h6h5,-331,151,f5g4,0.022,0.0143,0.0085,0.006,f5g4,f5g4,f5g4,f5g4,154.0,0.022,-0.016,True,club,03_disagreements_b3,1842,1809,1809,False,True
3rk2r/1ppq2pp/b1p2n2/b4p2/P2Pp3/N3P1P1/1BQ2PBP/R2R2K1 b k - 1 18,36,5rtfAeAD,h7h5,121,31,a6d3,0.0191,0.0279,0.0312,0.0196,a6d3,a6d3,a6d3,a6d3,209.0,0.0312,0.0005,True,club,03_disagreements_b3,1922,1866,1866,False,True
r7/pbb2p1k/5Brp/1pqp1Q2/3p1P2/P2P3P/BNP3P1/4RRK1 b - - 4 24,48,ELS9E6lM,c7d6,-340,54,c5c2,0.0081,0.0086,0.0089,0.0094,c5c2,c5c2,c5c2,c5c2,119.0,0.0094,0.0013,True,club,03_disagreements_b3,1811,1833,1833,False,True
r2qr1k1/1p3pBp/p1p3p1/3n1b2/PP1Q4/5NP1/4PPBP/4R1K1 b - - 3 18,36,mPRsVCd0,f5e4,247,31,d5c7,0.0182,0.0227,0.0286,0.0351,e8e4,e8e4,e8e4,e8e4,100.0,0.0351,0.0169,True,club,03_disagreements_b3,1901,1999,1999,False,True
r3r1k1/1p1b1p1p/p1p1nBp1/8/PP2P3/1N4P1/5PBP/4R1K1 b - - 2 22,44,mPRsVCd0,c6c5,287,99,e6g7,0.0397,0.0214,0.0153,0.0139,b7b5,e6g7,e6g7,b7b6,111.0,0.0397,-0.0258,True,club,03_disagreements_b3,1901,1999,1999,False,True
r3k2r/p1p1qp1p/bp1np3/3p4/1nPP2pN/1P2P1P1/P2N1PBP/RQ2K2R b KQkq - 3 14,28,LvxstsZC,c7c5,-87,30,e8c8,0.0274,0.0238,0.0265,0.0443,d5c4,d5c4,d5c4,d5c4,103.0,0.0443,0.0169,True,club,03_disagreements_b3,1857,1811,1811,False,True
r3r1k1/5p1p/b1p1pbp1/p1B5/4B3/1R6/P1P2PPP/1R4K1 b - - 3 20,40,5mp7Gqhd,e8d8,75,25,a6b5,0.0235,0.0147,0.0125,0.0163,a6c4,a6b5,a6b5,a6b5,100.0,0.0235,-0.0072,True,club,03_disagreements_b3,2142,2111,2111,False,True
r2qk2r/1b3pbp/p2pp1p1/2pP4/2B5/4BQ1P/PPP2PP1/R4RK1 b kq - 1 14,28,vZV8LIgB,d8h4,34,4,e8g8,0.0011,0.0007,0.0004,0.0003,g7b2,g7b2,g7b2,g7b2,529.0,0.0011,-0.0008,True,club,03_disagreements_b3,1829,1838,1838,False,True
1r5k/4B1bp/p3R1p1/1b4Q1/8/7P/P1q2PP1/3BR1K1 b - - 0 30,60,vZV8LIgB,c2f5,-627,42,c2a2,0.0225,0.0258,0.0259,0.0243,c2a2,c2a2,c2a2,c2a2,148.0,0.0259,0.0018,True,club,03_disagreements_b3,1829,1838,1838,False,True
2r2r1k/6pp/p4q2/1p1P4/5P2/3p2P1/Pb1Q2BP/1R2R1K1 b - - 1 26,52,9mGe7k9g,f6d4,301,64,c8c2,0.0405,0.0351,0.0355,0.0336,b2d4,c8c2,c8c2,c8c2,459.0,0.0405,-0.0069,True,club,03_disagreements_b3,1864,1943,1943,False,True
r2qr1k1/ppp2ppp/1b3n2/P2p4/2bP4/1NP1PN2/1B3PPP/R2QK2R b KQ - 0 14,28,bu7cOKlG,d8d7,-130,3,b6d4,0.0069,0.006,0.0056,0.0074,c4b3,c4b3,c4b3,c4b3,224.0,0.0074,0.0005,True,club,03_disagreements_b3,1968,1900,1900,False,True
6rk/4qn1p/1pn1pp2/3p1p2/3P4/1PPN1P2/3B1QPP/4R2K b - - 7 30,60,93u9Apj8,b6b5,-224,10,c6a5,0.037,0.0181,0.0082,0.0047,f7g5,f7g5,f7g5,f7g5,113.0,0.037,-0.0323,True,club,03_disagreements_b3,2445,2316,2316,False,True
r3r1k1/2q2pb1/p1p1b1pp/P2pN3/2pP4/2P2NP1/1P1QRPP1/R5K1 b - - 4 22,44,Eaje4zfQ,e8e7,66,16,a8b8,0.0367,0.039,0.0348,0.029,a8b8,a8b8,c6c5,c6c5,135.0,0.039,-0.0077,True,club,03_disagreements_b3,2133,2197,2197,False,True
1r2r1k1/2qb1pb1/p1p3pp/P2pN3/2pP1Q2/2P2NP1/1P2RPP1/4R1K1 b - - 8 24,48,Eaje4zfQ,e8f8,-79,104,f7f5,0.0306,0.0348,0.0357,0.0273,g7e5,g7e5,d7e6,d7e6,135.0,0.0357,-0.0033,True,club,03_disagreements_b3,2133,2197,2197,False,True
8/3b1k2/p1pb3p/P2p1p1N/2pP3N/2P2RP1/1r3PP1/6K1 b - - 1 32,64,Eaje4zfQ,d6c7,197,30,b2c2,0.0287,0.036,0.043,0.0456,b2b1,b2a2,b2a2,b2a2,106.0,0.0456,0.0169,True,club,03_disagreements_b3,2133,2197,2197,False,True
r1b1k1nr/pp2qpbp/2n3p1/3p4/1PpP4/P1B1P2P/3N1PP1/R2QKBNR b KQkq - 4 10,20,XqkWOk1v,a7a6,136,24,c6d4,0.0232,0.0327,0.0385,0.0274,g8f6,g8f6,c6d4,c6d4,130.0,0.0385,0.0042,True,club,03_disagreements_b3,1945,2038,2038,False,True
6k1/pp3p1p/3q1np1/6P1/1P6/P3PB2/2p2PP1/5QK1 b - - 0 30,60,XqkWOk1v,f6g4,639,24,d6d2,0.01,0.0076,0.0071,0.0075,f6d7,f6d7,f6d7,f6d7,223.0,0.01,-0.0025,True,club,03_disagreements_b3,1945,2038,2038,False,True
2k2b1r/pppr2p1/3pN1q1/3P1n2/2P1Np1p/5P1P/PPQ3P1/R3R1K1 b - - 4 22,44,1AWHC09C,d7e7,-287,23,f5e3,0.0333,0.0268,0.0223,0.0213,f5e3,f5e3,f5e3,f5e3,244.0,0.0333,-0.012,True,club,03_disagreements_b3,2141,2112,2112,False,True
2k2b1r/p1pr4/1P1pN3/P2P1q2/1P2Nppp/4nP1P/4Q1P1/R3R1K1 b - - 0 28,56,1AWHC09C,f5d5,-545,211,c8b7,0.0257,0.0234,0.0243,0.0308,c7b6,c7b6,c7b6,g4h3,1452.0,0.0308,0.0051,True,club,03_disagreements_b3,2141,2112,2112,False,True
3r4/1k6/2p2n2/PpBn1Q2/3P4/2q4P/5PP1/1R1R2K1 b - - 1 32,64,dF3oXRBe,d8a8,-566,61,d8g8,0.0132,0.0112,0.0097,0.0108,c3a5,c3a5,c3a5,c3a5,104.0,0.0132,-0.0024,True,club,03_disagreements_b3,1908,1909,1909,False,True
1r4n1/2pb1pbk/3p1npp/2qP4/4P3/P1BB1NNP/3Q1PPK/R7 b - - 0 32,64,zUm3k8u9,f6g4,214,185,g8e7,0.0101,0.0083,0.0077,0.0078,b8b3,b8b3,b8b3,b8b3,497.0,0.0101,-0.0023,True,club,03_disagreements_b3,1932,1920,1920,False,True
8/p7/4pp1p/5k1p/1PPn1P2/3N2PP/P4K2/8 b - - 0 32,64,vMGKVrTf,h5h4,-203,60,e6e5,0.0178,0.014,0.014,0.0135,f5e4,f5e4,f5e4,f5e4,112.0,0.0178,-0.0043,True,club,03_disagreements_b3,1944,1929,1929,False,True
r4rk1/1pqb2p1/2p1p1np/p4p1R/3P2PP/1PP2Q2/P1BB1P2/4R1K1 b - - 0 24,48,H9BRfz1G,c6c5,-154,17,c7d8,0.0431,0.035,0.0304,0.0333,f5g4,f5g4,f5g4,f5g4,238.0,0.0431,-0.0098,True,club,03_disagreements_b3,2248,2231,2231,False,True
r2qkb1r/ppp1pppp/2b5/4P3/6n1/5N2/PPPP2PP/RNBQ1RK1 b kq - 1 8,16,qdHzhrvY,g4e5,205,153,c6f3,0.0165,0.0129,0.0111,0.0087,c6f3,e7e6,e7e6,e7e6,186.0,0.0165,-0.0078,True,club,03_disagreements_b3,1973,1982,1982,False,True
rn3k1r/1bq2ppp/pp1b1n2/2pPN3/P1B2B2/2N5/1P2QPPP/R3R1K1 b - - 11 14,28,F8iiLYcW,h8g8,-445,4,b8d7,0.0028,0.0016,0.0007,0.0004,b8d7,b8d7,b8d7,b8d7,268.0,0.0028,-0.0024,True,club,03_disagreements_b3,2055,2005,2005,False,True
4r2r/1b1qbpk1/pp3n1p/2pPB1p1/P1B5/2N1RQ2/1P3PPP/4R1K1 b - - 5 22,44,F8iiLYcW,e7d8,-324,141,g5g4,0.0234,0.0293,0.0335,0.0394,b6b5,g7g6,g7g6,g7g6,447.0,0.0394,0.016,True,club,03_disagreements_b3,2055,2005,2005,False,True
r4rk1/pb2bppp/1pp5/8/4qBQ1/P6P/BPP3P1/4RR1K b - - 1 18,36,FZGJUINI,e4e1,-530,28,e4c2,0.0038,0.0039,0.0044,0.0056,e4c2,e4c2,e4c2,e4c2,117.0,0.0056,0.0018,True,club,03_disagreements_b3,1838,1865,1865,False,True
1B3rk1/pb2Rppp/1pp5/8/6Q1/P6P/BPq3P1/5R1K b - - 0 20,40,FZGJUINI,c2c5,-941,114,f8b8,0.0116,0.0104,0.0092,0.0088,f8b8,f8b8,f8b8,f8b8,1055.0,0.0116,-0.0028,True,club,03_disagreements_b3,1838,1865,1865,False,True
