fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,piece,capture,check,quiet,phase,advance,retreat,pawn_move,king_move,toward_own_king
1b3rk1/5p2/1p2p2p/p2p2q1/3P3p/1Q2RNP1/PP1r2P1/5RK1 b - - 6 28,56,?,d2b2,33,33,d2g2,0.0035,0.0036,0.0033,0.0031,g5g3,g5g3,g5g3,g5g3,331.0,0.0036,-0.0004,True,elite,03_elite_b2,2702,2562,2562,False,True,0,rook,True,False,False,middlegame,False,False,False,False,False
3r4/P2Pk1pp/5p2/8/2p2P2/8/1KP3PP/3R4 b - - 2 28,56,?,h7h6,-738,6,d8a8,0.0212,0.0212,0.0226,0.0263,d8a8,d8a8,d8a8,d8a8,126.0,0.0263,0.0051,True,elite,03_elite_b2,2587,2572,2572,False,True,1,pawn,False,False,True,endgame,True,False,True,False,False
8/pppk1p2/1b3B2/nP1b4/2p4P/2Pp3R/P3Nr2/RN4K1 b - - 1 22,44,?,d3e2,1994,1320,f2e2,0.014,0.0095,0.0081,0.0088,f2f6,f2f6,f2f6,f2f6,1424.0,0.014,-0.0052,True,elite,03_elite_b2,2541,2545,2545,False,True,4,pawn,True,False,False,middlegame,True,False,True,False,False
r2r4/pp2kpp1/2pRp1bp/4P3/2P1P3/P1B2P1P/6P1/3R2K1 b - - 4 24,48,?,c6c5,-133,34,c6c5,0.0338,0.0284,0.0269,0.0303,d8d6,d8d6,d8d6,d8d6,144.0,0.0338,-0.0035,True,elite,03_elite_b2,2685,2702,2702,True,False,5,pawn,False,False,True,endgame,True,False,True,False,False
r2r4/pp2kppb/3Rp2p/2p1P3/2P1PPP1/P1B1K2P/8/3R4 b - - 0 28,56,?,e7e8,-166,38,d8d6,0.0095,0.006,0.004,0.004,d8d6,d8d6,d8d6,d8d6,118.0,0.0095,-0.0055,True,elite,03_elite_b2,2685,2702,2702,False,True,5,king,False,False,True,endgame,False,True,False,True,False
r3k2r/pbppq1pp/np6/3P1p2/2P1n3/P4N2/1PQ1PP1P/R1B1KBR1 b Qkq - 0 12,24,?,c7c6,-73,46,e7f6,0.0285,0.0099,0.0047,0.003,e8c8,e8c8,e8c8,a6c5,235.0,0.0285,-0.0255,True,elite,03_elite_b2,2453,2562,2562,False,True,2,pawn,False,False,True,opening,True,False,True,False,False
r1bqk2r/pp1nppbp/2p3p1/3n2B1/3PP3/5N2/PP1N1PPP/R2QKB1R b KQkq - 0 8,16,?,h7h6,-13,56,d5b6,0.0127,0.0069,0.0053,0.0053,d5f6,d5b6,d5b6,d5b6,109.0,0.0127,-0.0074,True,elite,03_elite_b2,2644,2581,2581,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
rn1qkb1r/pp3ppp/2p1pn2/5b2/8/1PN2N1P/PBPPQ1P1/R3KB1R b KQkq - 0 8,16,?,h7h5,96,15,f8e7,0.009,0.006,0.0045,0.0059,f8d6,f5c2,f5c2,f5c2,207.0,0.009,-0.0031,True,elite,03_elite_b2,2536,2477,2477,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
r1b1k2r/4bppp/pnn1p3/q2pP3/1ppP1P1P/1P2BN2/P1PQ2P1/1K1NRB1R b kq - 0 14,28,?,c6a7,180,27,c6a7,0.0007,0.001,0.0012,0.0014,c4c3,c4c3,c4c3,c4c3,227.0,0.0014,0.0007,True,elite,03_elite_b2,2591,3028,3028,True,False,2,knight,False,False,True,middlegame,False,True,False,False,False
r1b1k2r/4bppp/pn2p3/qn1pP2P/1ppP1PP1/1P2BN2/P1PQ4/1K1NRB1R b kq - 0 16,32,?,b6a4,250,40,b6a4,0.0035,0.003,0.0036,0.0053,c4c3,c4c3,c4c3,c4c3,222.0,0.0053,0.0018,True,elite,03_elite_b2,2591,3028,3028,True,False,2,knight,False,False,True,middlegame,True,False,False,False,False
6k1/5p2/Q3p1p1/3pP2p/p2P3P/6K1/1q2NPP1/2b5 b - - 0 30,60,?,c1h6,483,79,a4a3,0.0209,0.0256,0.0276,0.0388,a4a3,a4a3,a4a3,a4a3,278.0,0.0388,0.0179,True,elite,03_elite_b2,2511,2456,2456,False,True,4,bishop,False,False,True,endgame,False,True,False,False,False
2r3k1/5pp1/p3p3/3nP2p/2qP3P/P3B1P1/2pQ1P2/2R3K1 b - - 1 28,56,?,d5e7,313,51,c4b3,0.0195,0.0186,0.0158,0.0143,c4b3,c4b3,c4b3,c4b3,109.0,0.0195,-0.0052,True,elite,03_elite_b2,2334,2586,2586,False,True,0,knight,False,False,True,endgame,False,True,False,False,False
r2r2k1/5p2/1pp1n1p1/p3P1Pp/PnPB1P1q/4P3/3R2QN/3R2K1 b - - 5 34,68,?,b4a6,-79,22,c6c5,0.0057,0.0038,0.0026,0.0024,c6c5,c6c5,c6c5,c6c5,165.0,0.0057,-0.0033,True,elite,03_elite_b2,2646,2626,2626,False,True,2,knight,False,False,True,middlegame,False,True,False,False,False
r1bqkb1r/1p1n1ppp/p2ppn2/8/P1BNP3/2N5/1PP2PPP/R1BQ1RK1 b kq - 2 8,16,?,d7c5,-58,13,d7c5,0.0375,0.0377,0.0364,0.0368,f8e7,f8e7,f8e7,f8e7,177.0,0.0377,-0.0007,True,elite,03_elite_b2,2594,2556,2556,True,False,3,knight,False,False,True,opening,True,False,False,False,False
r1bqk2r/1p2bppp/p2p4/2pPn3/2P5/8/PPB1QPPP/RNB1R1K1 b kq - 1 12,24,?,f7f5,-44,51,e8g8,0.0021,0.0015,0.0017,0.0025,e8g8,e8g8,e8g8,e8g8,235.0,0.0025,0.0004,True,elite,03_elite_b2,2404,2529,2529,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
r4rk1/p3ppbp/1qb3p1/3pN3/3Pn3/2N4P/PP3PP1/R1BQ1RK1 b - - 1 14,28,?,f8d8,57,20,g7e5,0.0257,0.0247,0.0266,0.0363,e4c3,e4c3,e4c3,c6b7,214.0,0.0363,0.0106,True,elite,03_elite_b2,2506,2440,2440,False,True,3,rook,False,False,True,middlegame,False,False,False,False,False
2r2rk1/pp2bppp/1nnp4/5q2/2PP4/1Q3NBP/P2N1PP1/1R2R1K1 b - - 0 20,40,?,f5a5,-153,14,f8e8,0.0061,0.0049,0.0045,0.0046,c6a5,c6a5,e7f6,e7f6,121.0,0.0061,-0.0015,True,elite,03_elite_b2,2692,2453,2453,False,True,2,queen,False,False,True,middlegame,False,False,False,False,False
5k2/3q1p1p/pB1P1bp1/1p1Q4/8/7P/P4PP1/6K1 b - - 1 34,68,?,h7h5,-87,6,f8g7,0.047,0.0365,0.034,0.0421,f8g7,f8g7,f8g7,f8e8,272.0,0.047,-0.0049,True,elite,03_elite_b2,2692,2453,2453,False,True,5,pawn,False,False,True,endgame,True,False,True,False,False
4r1k1/1p3pP1/3p3p/p2N2bn/P5R1/1BP2R2/KP5P/4r3 b - - 2 28,56,?,e8e4,-147,20,e8e6,0.046,0.0348,0.0267,0.0259,h5g7,h5g7,h5g7,h5g7,310.0,0.046,-0.0201,True,elite,03_elite_b2,2506,2430,2430,False,True,5,rook,False,False,True,middlegame,True,False,False,False,False
5rk1/pp1rbppp/4q3/2p5/2P1p3/1PBnP2P/P1Q2PP1/1N1R1RK1 b - - 3 20,40,?,f7f5,168,45,f8d8,0.015,0.0197,0.0255,0.0356,f8d8,f8d8,f8d8,f8d8,106.0,0.0356,0.0206,True,elite,03_elite_b2,2606,2598,2598,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
5rk1/1p1R1pp1/2p4p/p3q3/Pn1QP3/4P1PP/1P2N2K/8 b - - 3 32,64,?,e5e8,19,18,e5e6,0.0424,0.0366,0.0281,0.0223,e5d4,e5d4,e5d4,e5e6,150.0,0.0424,-0.0201,True,elite,03_elite_b2,2651,2620,2620,False,True,0,queen,False,False,True,endgame,False,True,False,False,False
6k1/1b1qnp2/p3p1p1/1p1pPnNp/3P3P/1P4PB/P3NP2/2Q3K1 b - - 0 26,52,?,a6a5,-133,19,d7c6,0.0449,0.0287,0.0181,0.0139,e7c6,e7c6,e7c6,e7c6,179.0,0.0449,-0.031,True,elite,03_elite_b2,2531,2413,2413,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
8/1p6/2p2kp1/1n5p/2K1Pp1P/5r2/8/5R1R b - - 1 34,68,?,b5a3,443,22,f3f1,0.0112,0.0055,0.0037,0.0033,f3f1,f3f1,f3f1,f3f1,406.0,0.0112,-0.0079,True,elite,03_elite_b2,2569,2648,2648,False,True,0,knight,False,True,False,endgame,True,False,False,False,False
2r4k/1p2q1p1/5p1p/1RnQ4/2B5/4PP2/5PKP/8 b - - 1 34,68,?,g7g6,-77,33,e7e5,0.0097,0.0071,0.006,0.0092,c5a4,c5a4,c5a4,c8d8,457.0,0.0097,-0.0005,True,elite,03_elite_b2,2524,2510,2510,False,True,5,pawn,False,False,True,endgame,True,False,True,False,False
2bq1rnk/2n1p1bp/pr1pP1p1/2pP1p2/2P2PP1/2N1B2P/RPQNB3/5RK1 b - - 0 22,44,?,c8e6,-212,21,f5g4,0.0057,0.0033,0.0019,0.0011,f5g4,f5g4,f5g4,g8h6,126.0,0.0057,-0.0046,True,elite,03_elite_b2,2413,2588,2588,False,True,6,bishop,True,False,False,middlegame,True,False,False,False,False
3q1rnk/1bn1p1bp/pr1pP1p1/2pP4/2P2PP1/2N1BB2/RPQN4/5RK1 b - - 2 24,48,?,d8c8,-243,73,d8b8,0.0125,0.0122,0.013,0.0115,g8f6,g8f6,g8f6,c7e8,141.0,0.013,-0.001,True,elite,03_elite_b2,2413,2588,2588,False,True,6,queen,False,False,True,middlegame,False,False,False,False,False
r1br1bk1/2q2p1p/p2pp1p1/1pn1P1P1/3R4/1BN1B2Q/PPP2P1P/2K3R1 b - - 3 18,36,?,d6d5,2,2,d6d5,0.0393,0.0304,0.0271,0.0415,c5b3,c5b3,c5b3,c5b3,193.0,0.0415,0.0022,True,elite,03_elite_b2,2539,2551,2551,True,False,2,pawn,False,False,True,middlegame,True,False,True,False,False
r2q1k1r/2p2p1p/p1Qb1n2/3p1N2/4n3/1P1B4/PB1P1PPP/R4RK1 b - - 0 20,40,?,a8b8,-500,19,h8g8,0.0231,0.0184,0.016,0.0171,e4d2,h8g8,h8g8,d6h2,174.0,0.0231,-0.006,True,elite,03_elite_b2,2583,2557,2557,False,True,1,rook,False,False,True,middlegame,False,False,False,False,False
r2q1kr1/2p2p1p/p1Qb1B2/2np1N2/8/1P1B1P2/P2P2PP/R4RK1 b - - 0 22,44,?,d8b8,-534,133,d8f6,0.0091,0.0077,0.0081,0.0092,d8f6,d8f6,d6h2,d6h2,340.0,0.0092,0.0001,True,elite,03_elite_b2,2583,2557,2557,False,True,1,queen,False,False,True,middlegame,False,False,False,False,False
r4rk1/pbq1bppp/1pnp4/2pP4/4N3/2PBPN2/P4PPP/1R1Q1RK1 b - - 0 14,28,?,c6b8,-75,9,c6a5,0.0337,0.0293,0.0283,0.0484,c6e5,c6e5,c6e5,c6e5,235.0,0.0484,0.0147,True,elite,03_elite_b2,2464,2615,2615,False,True,2,knight,False,False,True,middlegame,False,True,False,False,False
r1b1kb1r/pp2pppp/2n5/4P3/3P4/3B1N2/Pq1B2PP/R2QK2R b KQkq - 3 12,24,?,g7g6,-152,23,c8g4,0.0032,0.0026,0.0041,0.0125,c6d4,c6d4,c6d4,c6d4,183.0,0.0125,0.0093,True,elite,03_elite_b2,2692,2554,2554,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
Q4b1r/p3kppp/8/4q3/3n4/3B4/P2B1KPP/7R b - - 0 18,36,?,d4e6,-329,121,d4e6,0.0131,0.0135,0.0186,0.0235,e5f6,e5f6,e5f6,e7f6,227.0,0.0235,0.0104,True,elite,03_elite_b2,2692,2554,2554,True,False,5,knight,False,False,True,middlegame,False,True,False,False,False
7r/Q3b1kp/3q1pp1/8/8/3BB3/P5PP/2R3K1 b - - 2 26,52,?,h8f8,-559,9,h8f8,0.0072,0.0084,0.0071,0.0077,d6d3,d6d3,d6d3,d6d3,1438.0,0.0084,0.0005,True,elite,03_elite_b2,2692,2554,2554,True,False,1,rook,False,False,True,middlegame,False,False,False,False,False
8/Q1R1brkp/3q1pp1/8/2B5/4B3/P5PP/6K1 b - - 6 28,56,?,d6b4,-525,31,d6b4,0.0092,0.0058,0.0037,0.0032,d6d1,d6d1,d6d1,d6d1,102.0,0.0092,-0.006,True,elite,03_elite_b2,2692,2554,2554,True,False,1,queen,False,False,True,middlegame,True,False,False,False,False
r1b1kb1r/pp1q1ppp/4pn2/8/2BN4/8/PPP2PPP/R1BQ1RK1 b kq - 0 10,20,?,d7c7,-45,1,a7a6,0.0154,0.0176,0.0164,0.0142,f8c5,f8c5,f8c5,f8c5,478.0,0.0176,-0.0012,True,elite,03_elite_b2,2507,2557,2557,False,True,3,queen,False,False,True,opening,False,False,False,False,False
6k1/pp6/2pb2p1/3p2P1/3P1p2/2P2Q1B/PP1q1PK1/8 b - - 0 30,60,?,d2e1,-16,45,d2e1,0.0165,0.0144,0.0163,0.0191,d2b2,d2b2,d2b2,d2b2,680.0,0.0191,0.0026,True,elite,03_elite_b2,2507,2493,2493,True,False,5,queen,False,False,True,endgame,True,False,False,False,False
r1bq1rk1/p1p1n1b1/Pp1p1n2/3Pp1pp/1P2Pp2/2N2P2/4BBPP/2RQNRK1 b - - 1 18,36,?,g7h6,73,16,e7g6,0.0121,0.0115,0.0096,0.009,g5g4,g5g4,g5g4,g5g4,153.0,0.0121,-0.0031,True,elite,03_elite_b2,2545,2545,2545,False,True,2,bishop,False,False,True,middlegame,True,False,False,False,False
1q2r3/5pkn/3p1n2/3Pp1p1/1pN3P1/1P2R2Q/2P2PB1/6K1 b - - 1 32,64,?,h7f8,-22,5,h7f8,0.0214,0.0169,0.0163,0.0194,e8h8,e8h8,e8h8,b8a7,336.0,0.0214,-0.002,True,elite,03_elite_b2,2464,2540,2540,True,False,0,knight,False,False,True,middlegame,False,True,False,False,False
r2qk3/ppp2p1Q/2np4/1N2b3/3pP1p1/6P1/PPP2P2/R3K1N1 b Qq - 3 18,36,?,e8f8,206,34,a7a6,0.0016,0.001,0.0009,0.0016,a7a6,a7a6,a7a6,a7a6,116.0,0.0016,0.0,True,elite,03_elite_b2,2533,2402,2402,False,True,0,king,False,False,True,middlegame,False,False,False,True,False
2rqk2r/1p2npp1/p1n1p1b1/b2p2Pp/3P1N1P/P1N1BP2/1PPQ4/1K1R1B1R b k - 4 16,32,?,a5c3,248,21,c6a7,0.0195,0.0209,0.0213,0.0213,e7f5,e7f5,e7f5,e7f5,107.0,0.0213,0.0018,True,elite,03_elite_b2,2535,2446,2446,False,True,2,bishop,True,False,False,middlegame,True,False,False,False,False
2r1k2r/npbqn1p1/p3ppP1/3p3p/1P1P3P/P1NBBP2/1KPQ4/4R2R b k - 3 22,44,?,d7c6,-47,28,c7d6,0.0145,0.0146,0.0123,0.0082,f6f5,a7b5,a7b5,a7b5,213.0,0.0146,-0.0063,True,elite,03_elite_b2,2535,2446,2446,False,True,2,queen,False,False,True,middlegame,True,False,False,False,False
r4k1r/2q3pp/p2pPn2/3Pp1Q1/1p6/3R4/PPP3PP/2K2R2 b - - 1 20,40,?,f8e8,190,104,c7e7,0.0326,0.0313,0.0252,0.0171,a8c8,c7e7,c7e7,c7e7,103.0,0.0326,-0.0155,True,elite,03_elite_b2,2538,2378,2378,False,True,6,king,False,False,True,middlegame,False,False,False,True,False
r3r1k1/pR6/2n1b2p/2q2pp1/3p4/2PQ1PN1/2B3PP/5R1K b - - 0 24,48,?,a8b8,56,4,c5c3,0.0399,0.032,0.0284,0.0309,d4c3,d4c3,e8e7,e8e7,189.0,0.0399,-0.009,True,elite,03_elite_b2,2539,2580,2580,False,True,0,rook,False,False,True,middlegame,False,False,False,False,False
r3r1k1/pR6/2n4p/5Np1/2bp4/2q2P2/2B3PP/3Q1R1K b - - 0 26,52,?,g8h8,6,6,e8e6,0.004,0.0064,0.0089,0.0144,c4f1,c4f1,c4f1,c4f1,2004.0,0.0144,0.0104,True,elite,03_elite_b2,2539,2580,2580,False,True,0,king,False,False,True,middlegame,False,False,False,True,False
8/1b1n4/1pn1kr1p/4pp2/6P1/1N1PN2B/5P2/R5K1 b - - 0 30,60,?,f6g6,-2,1,f5g4,0.0422,0.0349,0.0263,0.0216,f5g4,f5g4,f5f4,f5f4,397.0,0.0422,-0.0206,True,elite,03_elite_b2,2408,2570,2570,False,True,5,rook,False,False,True,middlegame,False,False,False,False,False
3q2k1/1p3p1p/p5p1/3r4/3bQ3/1P2P2P/P4PP1/3R2K1 b - - 0 30,60,?,d8a5,-80,52,d8a5,0.0121,0.0084,0.0057,0.0045,f7f5,f7f5,f7f5,f7f5,140.0,0.0121,-0.0076,True,elite,03_elite_b2,2588,2553,2553,True,False,5,queen,False,False,True,endgame,True,False,False,False,False
r4q1r/ppk5/3p1pP1/2pP3p/2P2PbQ/2P5/P2B4/R3KB2 b Q - 0 20,40,?,f8e8,546,80,f8e8,0.0347,0.018,0.0077,0.0045,a8e8,a8e8,a8e8,a8e8,106.0,0.0347,-0.0302,True,elite,03_elite_b2,2562,2502,2502,True,False,4,queen,False,True,False,middlegame,False,False,False,False,False
r1bqkb1r/pp4pp/5n2/4p3/2P1Pp2/2Np1N2/PPnK1PPP/R1BQ1B1R b kq - 3 14,28,?,f6e4,583,297,c2a1,0.0354,0.0364,0.0329,0.0246,c2a1,c2a1,c2a1,c2a1,323.0,0.0364,-0.0108,True,elite,03_elite_b2,2653,2650,2650,False,True,4,knight,True,True,False,middlegame,True,False,False,False,False
5rk1/1p4pp/1q6/pP1Pp3/2Pr1p2/3B1P1P/PQ2K3/5R2 b - - 0 28,56,?,d4d3,772,365,d4d3,0.0091,0.0082,0.008,0.0112,b6h6,b6h6,b6h6,b6h6,500.0,0.0112,0.0021,True,elite,03_elite_b2,2653,2650,2650,True,False,4,rook,True,False,False,endgame,True,False,False,False,False
2rrb3/pp3pk1/4p1p1/n3q1N1/7Q/3B4/P4PP1/R2R2K1 b - - 3 24,48,?,d8d3,332,181,d8d3,0.0424,0.0397,0.0392,0.0439,g7f8,g7f8,g7f8,d8d4,504.0,0.0439,0.0015,True,elite,03_elite_b2,2631,2889,2889,True,False,0,rook,True,False,False,middlegame,True,False,False,False,False
6k1/5ppp/R3b3/4p3/nP6/P2BKPP1/7r/4N3 b - - 3 34,68,?,g8f8,-445,4,f7f5,0.0014,0.0017,0.002,0.0025,a4c3,a4c3,a4c3,a4b2,1553.0,0.0025,0.0011,True,elite,03_elite_b2,2555,2437,2437,False,True,5,king,False,False,True,endgame,False,False,False,True,False
6r1/ppp2kr1/2n1pp2/3p1n2/3P1NPp/2P2N1P/PP3P2/R4RK1 b - - 0 20,40,?,g7g4,6,105,f5d6,0.0236,0.0225,0.0209,0.0197,f5h6,f5h6,f5h6,f5h6,260.0,0.0236,-0.0039,True,elite,03_elite_b2,2474,2550,2550,False,True,2,rook,True,True,False,middlegame,True,False,False,False,False
8/ppp1r3/2nk1Nr1/3ppR2/3P2Pp/2P4P/PP5K/4R3 b - - 5 30,60,?,b7b5,-114,6,e7e6,0.0076,0.0034,0.0017,0.0014,e5d4,e5d4,e5d4,e5d4,1885.0,0.0076,-0.0062,True,elite,03_elite_b2,2474,2550,2550,False,True,5,pawn,False,False,True,endgame,True,False,True,False,False
r1br1bk1/5p1p/p5p1/1p1N2P1/3p4/1P6/1PP2PQP/2K3R1 b - - 0 24,48,?,c8f5,-29,146,c8e6,0.0371,0.0374,0.0362,0.0334,c8b7,c8b7,c8b7,c8b7,469.0,0.0374,-0.0037,True,elite,03_elite_b2,2539,2551,2551,False,True,5,bishop,False,False,True,middlegame,True,False,False,False,False
r2r1b2/5pkp/p3bNp1/1p4P1/3pQ3/1P6/1PP2P1P/2K3R1 b - - 4 26,52,?,h7h6,-169,32,f8e7,0.0262,0.0176,0.0154,0.0195,a8c8,a8c8,a8c8,a8c8,118.0,0.0262,-0.0067,True,elite,03_elite_b2,2539,2551,2551,False,True,6,pawn,False,False,True,middlegame,True,False,True,False,False
6rk/5p1p/p3bPpQ/1p1r4/1P1p4/8/1PP2P1P/2KR4 b - - 0 32,64,?,d5d6,-135,17,e6f5,0.0097,0.0073,0.0056,0.0056,d5h5,d5h5,d5h5,d5h5,118.0,0.0097,-0.0041,True,elite,03_elite_b2,2539,2551,2551,False,True,5,rook,False,False,True,endgame,False,True,False,False,False
r7/2p5/1p4pp/pP1Pk3/2P1p2P/P1K3Pb/4Br2/3RR3 b - - 6 30,60,?,f2e2,107,12,a8f8,0.0013,0.0012,0.0009,0.0007,f2g2,a8f8,a8f8,a8f8,107.0,0.0013,-0.0006,True,elite,03_elite_b2,2547,2627,2627,False,True,0,rook,True,False,False,endgame,False,False,False,False,False
4r1k1/1p3nBp/p2p2p1/2pP4/2P1q3/8/PP2B1PP/2RQ2K1 b - - 0 24,48,?,e4e3,203,3,g8g7,0.0252,0.0149,0.0096,0.0076,g8g7,g8g7,e4e2,e4e2,203.0,0.0252,-0.0176,True,elite,03_elite_b2,2509,2555,2555,False,True,0,queen,False,True,False,middlegame,True,False,False,False,False
2r3k1/1p1r1ppp/p7/2bNq3/2P1P3/1P3N1P/P5P1/2R2RBK b - - 2 22,44,?,e5e8,214,1,e5e4,0.0119,0.0136,0.014,0.0154,e5e4,e5e4,e5e4,e5e4,486.0,0.0154,0.0035,True,elite,03_elite_b2,2493,2572,2572,False,True,0,queen,False,False,True,middlegame,False,True,False,False,False
1r1r4/1p2qpk1/2pRp1pn/PnP1P2p/5PP1/P6P/3Q1BK1/3B3R b - - 0 30,60,?,g7h7,-299,23,h5h4,0.002,0.0023,0.0025,0.0024,b5a3,b5d6,b5d6,h5g4,220.0,0.0025,0.0004,True,elite,03_elite_b2,2585,2494,2494,False,True,6,king,False,False,True,middlegame,False,False,False,True,False
1r1r4/1p2qpk1/2pPp1pn/P1P5/P4PPp/7P/3Q1BK1/3B3R b - - 0 32,64,?,g7h7,-404,9,e7d7,0.0024,0.0021,0.0024,0.003,e7f6,e7f6,e7f6,e7f6,253.0,0.003,0.0006,True,elite,03_elite_b2,2585,2494,2494,False,True,6,king,False,False,True,middlegame,False,False,False,True,False
1rbr2k1/4bppp/p1ppp3/q3n3/P3PB2/2N3QP/1PP1BPP1/1R1R2K1 b - - 8 16,32,?,g8h8,-44,1,b8b4,0.017,0.0307,0.0358,0.032,e5g6,e5g6,e5g6,e5g6,228.0,0.0358,0.015,True,elite,03_elite_b2,2602,2448,2448,False,True,2,king,False,False,True,middlegame,False,False,False,True,False
3r2k1/1bq2p1p/3pp1p1/p1n1b2P/2B1P2Q/1P2B3/5PP1/2RR2K1 b - - 1 28,56,?,d8f8,-269,11,d8b8,0.0118,0.0153,0.0166,0.014,c5e4,c5e4,b7e4,b7e4,177.0,0.0166,0.0022,True,elite,03_elite_b2,2602,2448,2448,False,True,6,rook,False,False,True,middlegame,False,False,False,False,False
1r4k1/1b3pbp/3pp1p1/p1n1P2P/4qP2/1P2B2Q/6P1/2RR1BK1 b - - 4 32,64,?,a5a4,-297,31,e4b4,0.0015,0.0006,0.0003,0.0002,c5b3,c5b3,c5b3,c5b3,127.0,0.0015,-0.0013,True,elite,03_elite_b2,2602,2448,2448,False,True,6,pawn,False,False,True,middlegame,True,False,True,False,False
rnb1qr1k/pp2b1pp/2p2n2/3P4/3Pp1P1/1QN1N3/PP2BP1P/R1B1K2R b KQ - 0 12,24,?,b8a6,42,27,f6d5,0.0105,0.0095,0.0111,0.0226,c6d5,c6d5,c6d5,c6d5,141.0,0.0226,0.0121,True,elite,03_elite_b2,2533,2439,2439,False,True,2,knight,False,False,True,opening,True,False,False,False,False
rnb1r1k1/pp2bpp1/5n1p/2P5/3q3B/2NB1N2/PPQ2PPP/R3K2R b KQ - 1 12,24,?,e7d8,12,5,d4c5,0.0065,0.0051,0.0044,0.0047,e7c5,e7c5,e7c5,e7c5,120.0,0.0065,-0.0018,True,elite,03_elite_b2,2641,2596,2596,False,True,3,bishop,False,True,False,opening,False,True,False,False,False
1q1r1rk1/p3b1p1/Q6p/5p2/2BnN3/PbN4P/1P3PP1/2R1R1K1 b - - 1 26,52,?,g8h7,230,13,g8h7,0.0154,0.0065,0.0041,0.0049,b3c4,b3c4,b3c4,b3c4,259.0,0.0154,-0.0105,True,elite,03_elite_b2,2641,2596,2596,True,False,0,king,False,False,True,middlegame,True,False,False,True,False
1q3r2/p5pk/1b1r3p/4Qp2/2Bn4/PbN4P/1P1N1PP1/2R1R1K1 b - - 9 30,60,?,d4c6,7,105,b6c7,0.0473,0.0427,0.0364,0.0297,b3c4,b3c4,b3c4,b3c4,163.0,0.0473,-0.0176,True,elite,03_elite_b2,2641,2596,2596,False,True,2,knight,False,False,True,middlegame,False,True,False,False,False
r3nbk1/ppp2r1p/3p1qp1/P1PPp2n/1PN1P3/2N1QPP1/5BK1/2R4R b - - 0 24,48,?,f8h6,108,130,a7a6,0.0299,0.0247,0.0189,0.0161,e8g7,e8g7,e8g7,e8g7,321.0,0.0299,-0.0138,True,elite,03_elite_b2,2620,2461,2461,False,True,2,bishop,False,False,True,middlegame,True,False,False,False,False
r3nbk1/2p2r1p/p1Pp1qp1/P3p2n/1PN1P3/2N1QPP1/5BK1/2R4R b - - 0 26,52,?,f8h6,-39,167,f6e6,0.0177,0.0118,0.0074,0.0054,e8g7,e8g7,e8g7,h5g7,307.0,0.0177,-0.0123,True,elite,03_elite_b2,2620,2461,2461,False,True,2,bishop,False,False,True,middlegame,True,False,False,False,False
5rk1/2p4p/Q1Ppq1p1/P2Np3/1P2P3/4N1n1/5r1R/2R3K1 b - - 1 34,68,?,e6f7,-253,25,e6f7,0.0107,0.0116,0.0145,0.0196,g3e2,g3e2,g3e2,g3e2,198.0,0.0196,0.0089,True,elite,03_elite_b2,2620,2461,2461,True,False,7,queen,False,False,True,middlegame,False,True,False,False,False
r4rk1/p4ppp/1qn1bbn1/2N5/3p4/PN4BP/1PP2PP1/R2QRBK1 b - - 2 22,44,?,f6e5,-227,14,f8e8,0.0261,0.0147,0.0057,0.0017,e6b3,e6b3,e6b3,e6b3,155.0,0.0261,-0.0244,True,elite,03_elite_b2,2628,2700,2700,False,True,6,bishop,False,False,True,middlegame,True,False,False,False,False
r1br2k1/p4ppp/2pq1n2/4p3/4P3/2PB4/P3QPPP/R1BR2K1 b - - 3 14,28,?,c8a6,388,408,c8a6,0.0354,0.026,0.0178,0.0149,c8g4,c8g4,c8g4,c8g4,426.0,0.0354,-0.0205,True,elite,03_elite_b2,2607,2546,2546,True,False,2,bishop,False,False,True,middlegame,True,False,False,False,False
2rr4/1b6/1q1kpnN1/p2p4/1n6/1P2P2P/1Q2NPP1/R1R3K1 b - - 2 30,60,?,d5d4,-107,17,f6d7,0.0128,0.0112,0.013,0.0158,b4d3,b4d3,b4d3,b4d3,404.0,0.0158,0.003,True,elite,03_elite_b2,2587,2559,2559,False,True,6,pawn,False,False,True,middlegame,True,False,True,False,False
2b1r3/3n2Q1/1qnkp1N1/p2p4/3N4/1P2P2P/5PP1/2R3K1 b - - 3 34,68,?,d7c5,-227,80,c6d4,0.0148,0.0129,0.012,0.0126,c6d4,c6d4,c6d4,c6d4,203.0,0.0148,-0.0022,True,elite,03_elite_b2,2587,2559,2559,False,True,6,knight,False,False,True,middlegame,True,False,False,False,False
