fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,sim,margin
r1bq1rk1/pp4bp/n4np1/1N1PN3/2B1p3/4B2P/PP2Q1P1/R4RK1 b - - 1 18,36,T2025-09_145,c8f5,-292,4,f8e8,0.0119,0.0116,0.0154,0.0269,f6d5,f6d5,f6d5,f6d5,151.0,0.0269,0.015,True,elite,03_elite_top,2526,2691,2691,False,True,6,0.7902,0.2408
2r5/1p6/kp1bp3/n4p2/3PP3/2NK4/PP6/R3B3 b - - 0 28,56,T2025-09_148,c8h8,-11,4,b6b5,0.022,0.0274,0.0333,0.0424,f5e4,f5e4,f5e4,f5f4,102.0,0.0424,0.0204,True,elite,03_elite_top,2550,2680,2680,False,True,5,0.5512,0.1313
rnbqr1k1/p1p2ppp/1p1b1n2/3p4/1P1P4/P1NBP3/4NPPP/R1BQ1RK1 b - - 0 10,20,T2025-09_150,b8d7,-15,0,c7c6,0.0221,0.0321,0.0358,0.0376,c7c5,c7c5,c7c5,d6h2,209.0,0.0376,0.0155,True,elite,03_elite_top,2591,2663,2663,False,True,3,0.7724,0.2164
5bk1/1R6/5p1p/3N4/p7/4P1P1/5PKP/r7 b - - 1 34,68,T2025-09_152,f8a3,-288,14,f8g7,0.0016,0.0009,0.0005,0.0008,a4a3,a4a3,a4a3,a4a3,1710.0,0.0016,-0.0008,True,elite,03_elite_top,2561,2619,2619,False,True,5,0.554,0.0968
6k1/1b3p1p/1q4p1/1pb2BNn/2p4Q/2Np4/1P3PPP/r1B1R1K1 b - - 5 24,48,T2025-09_154,c5e7,253,17,g6f5,0.0016,0.002,0.0021,0.0023,c5f2,c5f2,c5f2,a1c1,169.0,0.0023,0.0007,True,elite,03_elite_top,2457,2634,2634,False,True,7,0.6193,0.0881
r2r2k1/p3qb1p/2p2p2/1pb3pP/3pP1P1/5N2/PPPQ1P2/1K1R1B1R b - - 1 24,48,T2025-09_156,c5b4,238,11,h7h6,0.0382,0.0361,0.0265,0.0175,e7e4,e7e4,e7e4,e7e4,238.0,0.0382,-0.0207,True,elite,03_elite_top,2570,2782,2782,False,True,0,0.6393,0.0514
r4rk1/pp1b1pbp/n1p2np1/3PN1B1/N1P1P3/q2B4/P5PP/R2Q1R1K b - - 0 14,28,T2025-09_161,f6e4,74,74,c6d5,0.033,0.0386,0.0406,0.038,c6d5,c6d5,c6d5,a3d6,257.0,0.0406,0.005,True,elite,03_elite_top,2536,2681,2681,False,True,2,0.6186,0.0169
2rr2k1/5ppp/p3p3/1pp1PP2/1qn5/2N5/PPP2P1P/K1QRR3 b - - 4 24,48,T2025-09_163,h7h6,-48,24,d8d4,0.0208,0.0173,0.0147,0.0123,e6f5,e6f5,e6f5,e6f5,341.0,0.0208,-0.0085,True,elite,03_elite_top,2594,2664,2664,False,True,0,0.5057,0.0259
4r1k1/1p1q2n1/p2pN2p/P2P1pp1/2P2p1P/1P3Q2/6P1/4R1K1 b - - 0 30,60,T2025-09_164,d7f7,55,29,d7f7,0.0044,0.0041,0.0042,0.0058,g7e6,g7e6,g7e6,g7e6,146.0,0.0058,0.0014,True,elite,03_elite_top,2549,2677,2677,True,False,0,0.5847,0.0785
4rrk1/2pq1ppp/p2b4/P2b4/1P2N3/3P1N2/1P1B1PKP/R2Q2R1 b - - 4 22,44,T2025-09_169,h7h6,-208,0,g8h8,0.0062,0.0035,0.0024,0.0022,d5e4,d5e4,d5e4,d7g4,108.0,0.0062,-0.004,True,elite,03_elite_top,2598,2831,2831,False,True,7,0.7068,0.2321
4rr1k/2pq2pp/p2N4/P2b1p2/1P6/3P1N2/1P1B1P1P/R2Q2RK b - - 0 24,48,T2025-09_169,d7c6,-152,51,d7d6,0.0051,0.0035,0.0037,0.0048,d7d6,d7d6,d7d6,d7d6,103.0,0.0051,-0.0003,True,elite,03_elite_top,2598,2831,2831,False,True,7,0.703,0.3155
3k4/R2p1ppp/1r1b1n2/6B1/3P4/6PB/1P3P1P/6K1 b - - 7 26,52,T2025-09_171,d6c7,-52,3,d6c7,0.0118,0.0136,0.0133,0.0117,b6b2,b6b2,b6b2,b6b2,507.0,0.0136,-0.0001,True,elite,03_elite_top,2576,2723,2723,True,False,5,0.5905,0.1757
8/1p2ppk1/p3b3/4p1pp/1P2Pn2/P3NQ1P/1qB2PP1/6K1 b - - 3 30,60,T2025-09_173,b7b5,321,5,b2c1,0.0052,0.0043,0.0037,0.0039,b2a3,b2a3,b2a3,b2a3,859.0,0.0052,-0.0013,True,elite,03_elite_top,2438,2603,2603,False,True,0,0.6537,0.2275
3rkb1r/1bq1n1pp/p2p1p2/2p1p2N/P3PP2/2B2QPB/1PP4P/R4RK1 b k - 3 18,36,T2025-09_175,e7c6,-214,6,e7g6,0.0362,0.0398,0.0428,0.0454,d6d5,d6d5,d6d5,d6d5,256.0,0.0454,0.0092,True,elite,03_elite_top,2569,2731,2731,False,True,6,0.6584,0.0105
3rkb1r/1bq3pp/p2pBpn1/4pP1N/P1p1P3/2B2QP1/1PP4P/R4RK1 b k - 0 20,40,T2025-09_175,d6d5,-221,60,g6e7,0.0114,0.0091,0.0083,0.008,g6e7,g6e7,g6e7,g6e7,144.0,0.0114,-0.0034,True,elite,03_elite_top,2569,2731,2731,False,True,6,0.6762,0.1022
r1b1kb1r/p2p1ppp/1qp1p3/3nP3/4NP2/P7/1PP3PP/R1BQKB1R b KQkq - 0 10,20,T2025-09_177,c8b7,-45,8,c8b7,0.0377,0.0448,0.0361,0.0249,f8c5,f8c5,f8c5,f8c5,135.0,0.0448,-0.0128,True,elite,03_elite_top,2412,2750,2750,True,False,3,0.6527,0.3085
r3kb1r/pb1p1ppp/1q2p3/2pnP3/2P1NP2/P4Q2/1P4PP/R1B1KB1R b KQkq - 0 12,24,T2025-09_177,f7f5,10,81,f7f5,0.0254,0.0125,0.0115,0.0161,d5e7,d5e7,d5e7,d5e7,329.0,0.0254,-0.0093,True,elite,03_elite_top,2412,2750,2750,True,False,3,0.6731,0.2961
r2q1rk1/pb2n1bp/1p2p1pB/3p1p2/3pP3/1B1P1P2/PPP1N1PP/R1Q2RK1 b - - 1 14,28,T2025-09_180,d8d6,-4,18,f5e4,0.0226,0.0179,0.0183,0.0302,d5e4,d5e4,f5e4,f5e4,104.0,0.0302,0.0076,True,elite,03_elite_top,2521,2619,2619,False,True,2,0.6175,0.0309
rn1qk2r/pp2ppbp/2p2nb1/7p/3P1N2/4B1N1/PPP2PP1/R2QKB1R b KQkq - 6 10,20,T2025-09_181,g7h6,-40,14,d8b6,0.0236,0.0201,0.0148,0.0085,f6g4,f6g4,f6g4,f6g4,292.0,0.0236,-0.0151,True,elite,03_elite_top,2594,2664,2664,False,True,3,0.7529,0.1296
2kr4/2pr4/2pb3p/3n1bp1/3Bp3/PN5N/1PP2PPP/RK5R b - - 1 18,36,T2025-09_186,d6f8,169,4,c6c5,0.0054,0.0054,0.0056,0.0075,g5g4,d5f4,d5f4,d5f4,108.0,0.0075,0.0021,True,elite,03_elite_top,2782,2971,2971,False,True,0,0.6062,0.0355
2kr4/2p2r2/7p/2Nn1b2/4p1p1/P7/1PP1NPPP/RK5R b - - 2 22,44,T2025-09_186,f5h7,181,13,f5g6,0.0076,0.0131,0.0197,0.0221,e4e3,e4e3,e4e3,e4e3,142.0,0.0221,0.0145,True,elite,03_elite_top,2782,2971,2971,False,True,0,0.5191,0.0273
2k1r3/2p5/6b1/2Nn3p/7P/P3p1p1/KPP1NrP1/4RR2 b - - 2 28,56,T2025-09_186,e8g8,209,31,e8g8,0.0004,0.0003,0.0003,0.0003,f2g2,f2g2,f2g2,f2g2,126.0,0.0004,-0.0001,True,elite,03_elite_top,2782,2971,2971,True,False,0,0.6346,0.2095
r2qkb1r/3n1ppp/p3pP2/1p6/P7/2pB1Q2/1P3PPP/R1B2RK1 b kq - 0 14,28,T2025-09_194,a8b8,-102,37,d7e5,0.0011,0.0008,0.0011,0.0035,d7f6,d7f6,d7f6,d7f6,126.0,0.0035,0.0024,True,elite,03_elite_top,2624,2838,2838,False,True,6,0.5811,0.0303
r3k1r1/5p1p/p3pQ2/1P6/8/2pq4/1P3PPK/R1B2R2 b q - 0 20,40,T2025-09_194,a8d8,-369,23,d3f1,0.0019,0.0017,0.0021,0.0027,d3f1,d3f1,d3f1,d3f1,164.0,0.0027,0.0008,True,elite,03_elite_top,2624,2838,2838,False,True,7,0.4735,0.0388
6Q1/3k1p1p/P3p3/8/2r5/2p5/1P3PPK/R1B2q2 b - - 0 24,48,T2025-09_194,f1f2,0,593,f1f2,0.0142,0.0061,0.0038,0.0034,c4h4,c4h4,c4h4,c4h4,717.0,0.0142,-0.0108,True,elite,03_elite_top,2624,2838,2838,True,False,7,0.5302,0.0943
5rk1/pp3qpn/2np1r1p/2p1p3/P1P1Q3/1PP1BN1P/5PP1/R3R1K1 b - - 8 20,40,T2025-09_196,f6e6,51,43,f6e6,0.0053,0.0068,0.0086,0.0092,f6g6,f6g6,c6e7,c6e7,175.0,0.0092,0.0039,True,elite,03_elite_top,2664,2808,2808,True,False,2,0.6363,0.1461
1r2b3/4k1pp/B3P3/N3p3/P7/1P6/2r2bPP/1R1R3K b - - 0 26,52,T2025-09_198,e5e4,150,171,e5e4,0.0217,0.0125,0.0102,0.0105,e7e6,e7e6,e7e6,f2d4,183.0,0.0217,-0.0112,True,elite,03_elite_top,2649,2905,2905,True,False,0,0.5258,0.0136
r7/4k1pp/B1R1P3/8/P3p3/1P6/5bPP/7K b - - 0 30,60,T2025-09_198,a8a6,290,574,a8a6,0.0119,0.0094,0.0072,0.0064,e4e3,e4e3,e4e3,e4e3,617.0,0.0119,-0.0055,True,elite,03_elite_top,2649,2905,2905,True,False,5,0.6656,0.2178
2rqrbk1/p5pp/1pn5/2pnpp2/6b1/PP1PPN2/1B1NBPPP/1QR2RK1 b - - 1 16,32,T2025-09_199,b6b5,19,39,d5f6,0.0455,0.0209,0.0083,0.003,e5e4,d5f6,d5f6,d8f6,126.0,0.0455,-0.0425,True,elite,03_elite_top,2584,2609,2609,False,True,2,0.6671,0.0285
rq3rk1/1b1p2pp/p1nPpn2/1pN5/5P2/P2BB3/1P4PP/R2QK2R b KQ - 3 18,36,T2025-09_202,c6a5,-12,16,c6a5,0.0254,0.0239,0.0215,0.0213,b8d6,b8d6,b8d6,b8d6,562.0,0.0254,-0.0041,True,elite,03_elite_top,2544,2684,2684,True,False,2,0.6726,0.0865
3rr1k1/1pq1bpp1/p1n1bn1p/3pN3/P1pP1P1B/2N4P/1PP3P1/R2QRBK1 b - - 0 16,32,T2025-09_206,c6d4,264,147,c7b6,0.0129,0.011,0.0099,0.0107,c6e5,c6e5,c7b6,c7b6,130.0,0.0129,-0.0022,True,elite,03_elite_top,2459,2631,2631,False,True,2,0.6348,0.0297
3r2k1/1p2rpp1/pqn1b2p/3pN3/P2PnP2/1Pp4P/2P1N1PK/R2QRB2 b - - 1 20,40,T2025-09_206,d8e8,208,7,e6f5,0.018,0.0206,0.0227,0.0241,c6e5,c6e5,c6e5,c6e5,163.0,0.0241,0.0061,True,elite,03_elite_top,2459,2631,2631,False,True,2,0.6612,0.0564
3r2k1/4rpp1/pqp4p/3p1b2/P2PnPP1/1Pp4P/2P1N2K/R2QRB2 b - - 0 22,44,T2025-09_206,f5g4,324,65,f5h7,0.0131,0.0074,0.0047,0.0036,f5h7,f5h7,f5h7,f5c8,175.0,0.0131,-0.0095,True,elite,03_elite_top,2459,2631,2631,False,True,0,0.6043,0.0734
5rk1/6p1/p1pqr2p/4np1P/2P1pB2/2P4Q/PP2RPP1/4R1K1 b - - 2 24,48,T2025-09_207,d6d7,15,12,d6e7,0.037,0.0431,0.0433,0.0406,d6c5,d6c5,d6c5,d6c5,190.0,0.0433,0.0036,True,elite,03_elite_top,2758,2968,2968,False,True,5,0.5529,0.0118
6k1/3q2p1/pQpP1r1p/5p1P/1P2pn2/2P5/P2R1P2/5RK1 b - - 3 32,64,T2025-09_207,f4d5,70,70,f4d5,0.04,0.0387,0.0425,0.0473,f4h5,f4h5,f6d6,f6d6,672.0,0.0473,0.0073,True,elite,03_elite_top,2758,2968,2968,True,False,0,0.5992,0.1856
rr4k1/5p2/4q1pp/3nQ3/2R5/1N5P/1PK1R1P1/8 b - - 0 30,60,T2025-09_220,d5e3,527,88,d5b4,0.0092,0.0083,0.0077,0.007,e6e5,e6e5,e6e5,e6e5,511.0,0.0092,-0.0022,True,elite,03_elite_top,2562,2694,2694,False,True,0,0.6047,0.2018
rn3rk1/pp4pp/2pppq2/8/2P5/4R1P1/PP2PPBP/3Q1RK1 b - - 1 16,32,T2025-09_222,f6e7,-152,5,d6d5,0.0178,0.0252,0.0253,0.0235,d6d5,d6d5,d6d5,d6d5,161.0,0.0253,0.0057,True,elite,03_elite_top,2558,2603,2603,False,True,5,0.6358,0.0833
1r3r1k/p1q2pp1/3Np1b1/2P1P2p/P2P3P/1Rp1BQR1/6P1/6K1 b - - 0 28,56,T2025-09_223,c3c2,-402,70,b8b3,0.0474,0.0291,0.02,0.0144,b8b3,b8b3,b8b3,b8b3,152.0,0.0474,-0.033,True,elite,03_elite_top,2495,2604,2604,False,True,6,0.4568,0.0451
5r2/p1q2pk1/3Np2B/2P1P2Q/P2P3P/1r6/2p3P1/6K1 b - - 1 32,64,T2025-09_223,g7h8,-1215,3801,g7h7,0.0312,0.0313,0.0302,0.029,g7g8,g7g8,g7g8,g7g8,783.0,0.0313,-0.0022,True,elite,03_elite_top,2495,2604,2604,False,True,6,0.6204,0.0937
2kr3r/pp4bp/4b1p1/1BPN4/1PP1p3/3p2P1/P6P/3RR1K1 b - - 3 20,40,T2025-09_224,e6g4,413,21,e6g4,0.0208,0.0124,0.008,0.0062,e6d5,e6d5,e6d5,e6d5,349.0,0.0208,-0.0146,True,elite,03_elite_top,2589,2626,2626,True,False,0,0.5795,0.1574
r1b2rk1/1p2pp1p/5qp1/p7/4R3/Q3P1P1/5PBP/5RK1 b - - 3 20,40,T2025-09_227,a8a6,221,6,c8e6,0.0288,0.022,0.0177,0.0201,c8f5,e7e6,e7e6,e7e6,170.0,0.0288,-0.0087,True,elite,03_elite_top,2468,2608,2608,False,True,0,0.6802,0.2497
5rk1/r3pp1p/4b1p1/2q5/pR5P/Q3PBP1/5P2/1R4K1 b - - 3 26,52,T2025-09_227,f8c8,172,134,c5d6,0.031,0.0299,0.0379,0.05,e6b3,e6b3,e6b3,e6b3,593.0,0.05,0.019,True,elite,03_elite_top,2468,2608,2608,False,True,0,0.616,0.2107
r4rk1/1b1q2b1/P6p/3p4/2p3PP/3p1B2/1P3BP1/R1Q1K2R b KQ - 1 24,48,T2025-09_228,d7e8,335,7,d7e7,0.0003,0.0002,0.0001,0.0001,a8a6,a8a6,a8a6,a8a6,155.0,0.0003,-0.0002,True,elite,03_elite_top,2436,2971,2971,False,True,0,0.6624,0.1918
5rk1/4q3/b6P/4b3/7P/3p1B2/2p2BP1/4Q1KR b - - 1 32,64,T2025-09_228,g8h8,586,8,e7d6,0.014,0.0174,0.0187,0.021,f8f3,f8f3,f8f3,f8f3,169.0,0.021,0.007,True,elite,03_elite_top,2436,2971,2971,False,True,4,0.8708,0.3914
5bk1/5p2/4b1p1/p1n1p2p/1pPnP2P/1P2B1N1/3N1PP1/3B1K2 b - - 3 30,60,T2025-09_229,d4b3,490,13,c5b3,0.0252,0.0093,0.003,0.0012,f8e7,f8e7,f8e7,f8e7,371.0,0.0252,-0.024,True,elite,03_elite_top,2715,2910,2910,False,True,2,0.5013,0.0049
r1b1r1k1/ppp2ppp/4p3/3pP1q1/2P1n2P/2B1P3/PPQ2PP1/R3KB1R b KQ - 0 12,24,T2025-09_230,g5e7,-56,16,g5g6,0.0432,0.0417,0.043,0.0472,g5f5,g5f5,g5f5,g5f5,111.0,0.0472,0.004,True,elite,03_elite_top,2459,2622,2622,False,True,3,0.5529,0.0436
3rr1k1/ppp2ppp/2b1p3/3pP1qP/2P5/2QBP1R1/PP3PP1/2KR4 b - - 4 18,36,T2025-09_230,g5h4,-33,22,g5h5,0.0424,0.0306,0.0209,0.0162,g5h5,g5h5,g5h5,g5h5,313.0,0.0424,-0.0262,True,elite,03_elite_top,2459,2622,2622,False,True,2,0.5133,0.019
3rr1k1/ppp2pp1/2b1p2p/4P3/2PP4/3Q2R1/PPB2qP1/1K1R4 b - - 1 24,48,T2025-09_230,c6e4,107,346,c6e4,0.0042,0.0038,0.0035,0.0028,c6g2,g7g6,g7g6,g7g6,542.0,0.0042,-0.0014,True,elite,03_elite_top,2459,2622,2622,True,False,0,0.4858,0.0068
r4rk1/pb1q1ppp/4pn2/2p4N/8/2PB4/PP3PPP/R2QR1K1 b - - 1 16,32,T2025-09_232,g8h8,-32,45,d7e7,0.0015,0.0046,0.0132,0.0132,f6h5,f6h5,f6h5,f6h5,433.0,0.0132,0.0117,True,elite,03_elite_top,2450,2697,2697,False,True,3,0.48,0.012
7k/2q3bp/Qp4p1/p1r1pp2/P3b3/2P1P2P/1P3PPB/3R1BK1 b - - 3 28,56,T2025-09_233,e4c6,-144,29,e4c2,0.0258,0.0281,0.0289,0.0278,e4c2,e4c2,e4c2,e4c2,1133.0,0.0289,0.002,True,elite,03_elite_top,2599,2697,2697,False,True,5,0.5679,0.0829
4rrk1/ppq2pp1/2pp3p/2nPp3/6QN/2P1P2P/P1P3P1/3R1RK1 b - - 0 18,36,T2025-09_236,g7g6,145,100,g8h7,0.0393,0.0189,0.0091,0.012,c6d5,c6d5,c7d7,c7d7,477.0,0.0393,-0.0273,True,elite,03_elite_top,2658,2918,2918,False,True,2,0.6108,0.0128
5k2/p3rn2/2p2QP1/4p2r/2P5/4P3/P1P1K3/8 b - - 0 34,68,T2025-09_236,e7d7,0,137,h5h2,0.0014,0.0008,0.0006,0.0006,h5h2,h5h2,h5h2,h5h2,155.0,0.0014,-0.0008,True,elite,03_elite_top,2658,2918,2918,False,True,6,0.4403,0.0064
rr4k1/2n1bppb/2p2n1p/N1Pp4/RP1P4/N5P1/5PBP/2B2RK1 b - - 0 20,40,T2025-09_239,b8e8,-32,50,h7d3,0.002,0.0013,0.001,0.0008,h7d3,c7b5,h7d3,h7d3,311.0,0.002,-0.0012,True,elite,03_elite_top,2593,2639,2639,False,True,2,0.5726,0.0443
r1r3k1/4bpp1/2p2n1p/N1PpB3/RP1P4/N5P1/5PKP/8 b - - 0 24,48,T2025-09_239,a8a6,117,0,f6e4,0.0045,0.0044,0.0039,0.0031,f6e4,f6e4,f6e4,f6e4,313.0,0.0045,-0.0014,True,elite,03_elite_top,2593,2639,2639,False,True,2,0.4286,0.0372
rn4k1/pp1q1rpp/3bNn2/2pPp1B1/8/2N5/PPP3PP/R2Q1RK1 b - - 7 14,28,T2025-09_240,f6e8,-331,18,b8a6,0.0339,0.0359,0.0394,0.0359,h7h6,b8a6,b8a6,b8a6,135.0,0.0394,0.002,True,elite,03_elite_top,2534,2670,2670,False,True,6,0.6972,0.0939
1r3rk1/6pp/2q5/2p1pp2/2Pb4/Q3N1P1/P2R1P1P/5RK1 b - - 1 26,52,T2025-09_243,c6h6,192,43,c6f3,0.0049,0.0059,0.0058,0.0051,f5f4,f5f4,f5f4,f5f4,108.0,0.0059,0.0002,True,elite,03_elite_top,2457,2622,2622,False,True,0,0.7041,0.2623
3rr2k/2q1b3/p5Qp/8/1p2n3/8/PP4PP/4RRBK b - - 0 30,60,T2025-09_245,c7d6,-297,108,e7g5,0.0252,0.0358,0.0413,0.0445,e7g5,e7g5,e7g5,e7g5,267.0,0.0445,0.0193,True,elite,03_elite_top,2551,2637,2637,False,True,6,0.6454,0.1419
r6r/1bq1kppp/p3p3/1pNnn3/1P6/P1p2N2/2Q1BPPP/1R3RK1 b - - 1 18,36,T2025-09_247,d5f4,260,13,e5d7,0.0345,0.0261,0.0212,0.0215,e5f3,e5f3,e5f3,e5f3,173.0,0.0345,-0.013,True,elite,03_elite_top,2529,2623,2623,False,True,2,0.6261,0.0487
1r1qkb1r/4pppp/p4n2/3p4/P2P4/2NQP3/1P3PPP/R1B1K2R b KQk - 0 16,32,T2025-09_254,d8c8,-125,16,d8d6,0.0089,0.0057,0.0048,0.0051,e7e6,e7e6,e7e6,e7e6,103.0,0.0089,-0.0038,True,elite,03_elite_top,2545,2632,2632,False,True,3,0.6,0.0033
1r4k1/3r1ppp/2pNp2q/p2nP3/3R3P/P5P1/1P2QP2/5RK1 b - - 0 22,44,T2025-09_258,f7f5,-43,51,f7f5,0.0321,0.0259,0.0219,0.0167,c6c5,c6c5,c6c5,c6c5,104.0,0.0321,-0.0154,True,elite,03_elite_top,2603,2875,2875,True,False,5,0.5696,0.1004
2r5/3q1k1p/1p2p1p1/p2nQp2/P2P4/BP5P/6P1/4R2K b - - 1 30,60,T2025-09_260,g6g5,174,5,c8c6,0.0065,0.0037,0.0031,0.0039,c8c3,c8c3,c8c3,c8c3,601.0,0.0065,-0.0026,True,elite,03_elite_top,2463,2605,2605,False,True,0,0.6335,0.2151
2r3k1/5p2/R4B1p/4Pb1p/P7/7P/1P2r1P1/6RK b - - 0 26,52,T2025-09_262,g8h7,-68,30,g8h7,0.0197,0.0183,0.0134,0.0129,e2b2,e2b2,e2b2,e2b2,223.0,0.0197,-0.0068,True,elite,03_elite_top,2492,2677,2677,True,False,5,0.5983,0.2153
2r5/R7/4p1kp/7p/PP2b3/7P/4r1P1/B5RK b - - 3 32,64,T2025-09_262,h5h4,-48,33,e6e5,0.0464,0.0251,0.014,0.0112,c8c2,c8c2,c8c2,c8c2,495.0,0.0464,-0.0352,True,elite,03_elite_top,2492,2677,2677,False,True,5,0.5419,0.0803
r4r2/p5pk/7p/Qp2p2q/4P2P/3P1bP1/1N3P2/2R2RK1 b - - 0 26,52,T2025-09_263,f8f4,1992,1556,f8f4,0.0039,0.0025,0.0024,0.0043,h5g4,h5g4,h5g4,h5g4,1515.0,0.0043,0.0004,True,elite,03_elite_top,2341,2973,2973,True,False,4,0.6789,0.0488
2r1r1k1/5p1p/3q1np1/3Pp3/1p6/5BQP/1PP1R1P1/4R1K1 b - - 1 28,56,T2025-09_265,g8g7,122,15,g8g7,0.0146,0.0149,0.0104,0.0081,f6d5,f6d7,f6d7,f6d7,111.0,0.0149,-0.0065,True,elite,03_elite_top,2478,2864,2864,True,False,0,0.6007,0.1156
2r1r3/5pk1/3q1np1/3Pp2p/1p6/5BQP/1PP1R1P1/4R2K b - - 1 30,60,T2025-09_265,c8c4,157,47,c8c4,0.0457,0.0429,0.0391,0.0372,f6d5,f6d7,f6d7,f6d7,107.0,0.0457,-0.0085,True,elite,03_elite_top,2478,2864,2864,True,False,0,0.6127,0.1594
r4rk1/pp2qp2/7p/3p1R2/8/2PQn1PK/PP1N4/4R3 b - - 4 22,44,T2025-09_269,f8e8,-20,12,a8e8,0.0376,0.0361,0.0345,0.0407,e7e6,e7e6,e7e6,e7e6,491.0,0.0407,0.0031,True,elite,03_elite_top,2553,2666,2666,False,True,5,0.5184,0.0302
r5k1/1p4pp/2pq4/p1p3rn/P6N/1P1P2P1/2PQ1P2/R4RK1 b - - 3 22,44,T2025-09_277,d6h6,0,0,h7h6,0.0169,0.0156,0.0143,0.015,h5g3,h5g3,g5g3,g5g3,364.0,0.0169,-0.0019,True,elite,03_elite_top,2451,2626,2626,False,True,0,0.5738,0.0701
r1bqkb1r/pp2p1pp/2pp1n2/3Pn1B1/3Qp2P/2N5/PPP2PP1/2KR1BNR b kq - 1 8,16,T2025-09_280,d8b6,49,2,d8b6,0.0204,0.0218,0.0239,0.0297,c6d5,c6c5,c6c5,c6c5,115.0,0.0297,0.0093,True,elite,03_elite_top,2588,2670,2670,True,False,3,0.6646,0.0253
1r2k2r/p2bp2p/1qpp3b/5p2/5PnP/1PN3PN/P1P5/2KRQB1R b k - 2 16,32,T2025-09_280,b6c5,229,25,h6g7,0.0161,0.0152,0.0178,0.0231,g4e3,h6g7,h6g7,h6g7,171.0,0.0231,0.007,True,elite,03_elite_top,2588,2670,2670,False,True,2,0.5985,0.0161
r6k/pp1bq2p/3N1rn1/4ppQ1/8/1BP5/P4PPP/2KR3R b - - 9 22,44,T2025-09_286,a7a5,50,17,d7e6,0.0027,0.0035,0.0035,0.0031,f6d6,f6d6,f6d6,f6d6,309.0,0.0035,0.0004,True,elite,03_elite_top,2654,2869,2869,False,True,0,0.6065,0.0177
r4bk1/1p3p1p/1qp1pBp1/8/1P2B1RQ/7P/r4PP1/1R4K1 b - - 9 28,56,T2025-09_288,f8h6,-309,4,f8g7,0.001,0.0008,0.0006,0.0005,a2a1,a2a1,a8a4,a8a4,158.0,0.001,-0.0005,True,elite,03_elite_top,2315,2688,2688,False,True,7,0.641,0.1743
r2n1r1k/1pp1p1bp/1p4p1/4p1NP/2B3q1/1Q2B3/PP3PP1/2KR3R b - - 0 20,40,T2025-09_293,f8f4,-487,58,g6h5,0.0015,0.0015,0.0018,0.0022,g6h5,g6h5,g6h5,g6h5,116.0,0.0022,0.0007,True,elite,03_elite_top,2595,2678,2678,False,True,1,0.8643,0.2854
5b1k/1pp1pB2/1p1r2Pp/4p1BR/8/8/PP3P2/2K5 b - - 2 30,60,T2025-09_293,b6b5,-498,8,d6d7,0.0058,0.0033,0.0024,0.0027,h8g7,h8g7,h8g7,h8g7,369.0,0.0058,-0.0031,True,elite,03_elite_top,2595,2678,2678,False,True,1,0.7631,0.187
r1b1kb1r/p1q1pp1p/2p3pn/1p2n3/4NB2/5N1P/PPP1QPP1/R3KB1R b KQkq - 1 10,20,T2025-09_295,e5d3,-154,67,e5f3,0.0136,0.0197,0.0322,0.0382,f8g7,f8g7,f8g7,f8g7,145.0,0.0382,0.0246,True,elite,03_elite_top,2346,2637,2637,False,True,3,0.5803,0.0061
r1b1kb1r/p3pp1p/2p3pn/qp6/4NB2/2P2Q1P/PP3PP1/R3KB1R b KQkq - 0 12,24,T2025-09_295,a5b6,-250,37,a5b6,0.0224,0.0277,0.0338,0.0467,b5b4,f8g7,f8g7,f8g7,185.0,0.0467,0.0243,True,elite,03_elite_top,2346,2637,2637,True,False,6,0.6386,0.0642
r1b1kb1r/p3pp1p/1qp3pn/8/p1B1NB2/2P2Q1P/1P3PP1/R3K2R b KQkq - 1 14,28,T2025-09_295,c8f5,-265,22,c8f5,0.0336,0.0363,0.0324,0.0186,b6b2,b6b2,b6b2,f8g7,197.0,0.0363,-0.015,True,elite,03_elite_top,2346,2637,2637,True,False,6,0.6724,0.1263
r3k1r1/p3ppbp/1qp3pn/8/p1B1QBP1/2P4P/1P3P2/R3K2R b KQq - 2 18,36,T2025-09_295,g8f8,-308,1,g8f8,0.0108,0.0214,0.0297,0.0257,b6b2,b6b2,b6b2,b6b2,1688.0,0.0297,0.0149,True,elite,03_elite_top,2346,2637,2637,True,False,6,0.7263,0.1412
r3krn1/pq3pbp/2p1p1p1/6P1/p1B2B2/2PQ3P/1P3P2/3R1RK1 b q - 1 22,44,T2025-09_295,a7a5,-433,37,a7a5,0.0084,0.0073,0.0053,0.0048,g8e7,g8e7,g8e7,g8e7,270.0,0.0084,-0.0036,True,elite,03_elite_top,2346,2637,2637,True,False,6,0.6953,0.1721
r3kr2/1q2n1bp/2pQB1p1/p5p1/p7/2P1B2P/1P1R1P2/5RK1 b q - 0 28,56,T2025-09_295,f8f5,-629,30,f8f5,0.0038,0.0038,0.0042,0.005,e7f5,e7f5,e7d5,e7d5,131.0,0.005,0.0012,True,elite,03_elite_top,2346,2637,2637,True,False,6,0.7781,0.1676
